Token.ID	Context	Variant	Recipient.lemma	Theme.lemma	Recipient.type	Theme.type	Recipient.cluster_number	Recipient.silhouette	cluster_combo	Recipient.medoid_label	Theme.cluster_number	Theme.silhouette	Theme.medoid_label	Recipient.medoid	Theme.medoid	tree_cluster
dat-2707	B: Yeah, here in Georgia when they have the jury involved in sentencing, like in a capital case, the prosecution is not allowed to say that if you, if you give them life, he'll be out in seven years. That's against the rules.	ditransitive	them/pp	life/nn	P	N	7	0.2620939	everybody/pn-doubt/nn	everybody/pn	9	0.3218504	doubt/nn	everybody/pn	doubt/nn	5
dat-2708	B: But, uh, I don't know. It's, it's an interesting issue. There's, like you say, in Texas there's been quite a few and, and in Florida in the last few years, I think there's been a lot. I can't, I, you know, I can't give you figures but, uh, //	ditransitive	you/pp	figures/nn	P	N	7	0.17207849	everybody/pn-referrals/nn	everybody/pn	2	0.0025942386	referrals/nn	everybody/pn	referrals/nn	5
dat-2709	A: But, they say [laughter], uh, they always forget you. [laughter] Every year they mess it up and forget to give me credit, uh, or shall I say five out of the last six years. [inhaling] So I called in and, uh, at first I got kind of upset [laughter] but now,	ditransitive	me/pp	credit/nn	P	N	7	0.44839486	everybody/pn-discount/nn	everybody/pn	0	0.5281171	discount/nn	everybody/pn	discount/nn	5
dat-2710	B: A lot of academic jobs give you that, but on the other hand, state retirement, if you work for a state university can be very secure in taking good care of you. //A: Really.	ditransitive	you/pp	that/dd	P	D	7	0.17207849	everybody/pn-one/pn	everybody/pn	5	0.4443067	one/pn	everybody/pn	one/pn	8
dat-2711	A: And so I have a lot of job experience and my instructor thrives on that because he can just tell me what he wants and he can give me access and tell me what to do and just turn me loose --	ditransitive	me/pp	access/nn	P	N	7	0.44839486	everybody/pn-service/nn	everybody/pn	4	0.47342625	service/nn	everybody/pn	service/nn	5
dat-2712	B: Yeah. And so, idiots as we were, neither one of us knew much about cars, we, you know, they told us we just had to have one and we bought one. We didn't no more need no new engine, give me break, [laughter] you know. //A: Huh.	ditransitive	me/pp	break/nn	P	N	7	0.44839486	everybody/pn-book/nn	everybody/pn	13	0.54026836	book/nn	everybody/pn	book/nn	5
dat-2713	A: Uh-huh. //B: -- and that's because they will give us containers, you know, certain colors of bins and stuff to put cans and papers and so on in. That all makes sense, but if you don't want to recycle, you can say, I don't want to recycle and save a dollar and a half a month.	ditransitive	us/pp	containers/nn	P	N	7	0.17421363	everybody/pn-live/nn	everybody/pn	10	0.4732031	live/nn	everybody/pn	live/nn	5
dat-2714	B: #I# think that that's right. I think, I think a lot of that right there. And, and I think that that's where you come into the private schools. The private schools have more power, you know. I mean, because in public schools, these people really don't have any authority to do anything. Or to really punish these kids in any way. I mean, they can't even hardly give them detention, you know, without #having to call# -- //A: #Well, maybe they'll make them,#	ditransitive	them/pp	detention/nn	P	N	7	0.2620939	everybody/pn-appeal/nn	everybody/pn	7	0.61118656	appeal/nn	everybody/pn	appeal/nn	5
dat-2715	where I work, I work for a defense contractor. And there's a big push on for recycling, uh, paper materials, you know, computer output paper and also to decrease the amount of, uh, Styrofoam usage because of the, uh, [whistling] the process involved in Styrofoam and, and the whole eco issue and that. And, and they're very proactive and, uh, matter of fact, they give you discounts if you use, [/whistling] uh, china wear rather than, uh, Styrofoam stuff, so. So, i-, i-, it's incentives like that that get people people more conscious of it. I think that's, that's what they need to do. Be more ((proactive)) like that.	ditransitive	you/pp	discount/nn	P	N	7	0.17207849	everybody/pn-discount/nn	everybody/pn	0	0.5704852	discount/nn	everybody/pn	discount/nn	5
dat-2716	it seemed like the nursing home didn't want to deal wi-, her anymore -- //A: Sure. //B: -- and so they gave her drugs to keep her #asleep.#	ditransitive	her/pp	drug/nn	P	N	7	0.21008055	everybody/pn-drug/nn	everybody/pn	1	0.63098776	drug/nn	everybody/pn	drug/nn	5
dat-2717	to pick him up. And I kept thinking that she was going to get picked up, she was going to pick him up because she only lives in like two blocks away from the school. I was trying to get my husband to come and pick him up and all that kind of stuff. And he had a hundred and four fever. They couldn't, uh, give him anything because they're not allowed to at school and #everything.#	ditransitive	him/pp	anything/pn	P	I	7	0.46108976	everybody/pn-one/pn	everybody/pn	5	0.702482	one/pn	everybody/pn	one/pn	8
dat-2718	A: You have different telephone numbers that you can dial, and then you dial in an access code and it will, depending on what topic you called in to hear about whether it was the news or the weather or a soap opera update, it will give you, um, updated information. So, that can give you, you know, current news updates, current weather updates, things like that and it's, it's offered through the local phone company free of charge. So, that's, //B: Huh.	ditransitive	you/pp	information/nn	P	N	7	0.17207849	everybody/pn-these/dd	everybody/pn	14	0.21458472	these/dd	everybody/pn	these/dd	5
dat-2719	A: W-, well anyway I guess we're supposed to discuss this, uh, subject, what do you think? [Laughter]. //B: Well, I never gave it any thought myself [laughter]. //A: [Laughter]. //B: I was hoping you could tell me what you thought.	ditransitive	it/pp	thought/nn	P	N	14	0.4634987	it/pp-doubt/nn	it/pp	9	0.4654712	doubt/nn	it/pp	doubt/nn	6
dat-2720	B: Yeah, it has. //A: It sure has and I, I'd like to try this thing every once in a while. I thought I'd give it a try this afternoon being so rainy I'm locked in up here anyway so, //B: [Laughter].	ditransitive	it/pp	try/nn	P	N	14	0.4634987	it/pp-one/pn	it/pp	5	0.30344746	one/pn	it/pp	one/pn	9
dat-2721	almost any other field, you know, for, //B: Exactly. //A: as a, as a entry level. And I'm not saying that we should give them the world, either, but I think we ought to pay them a little more money. //B: Uh-huh.	ditransitive	them/pp	world/nn	P	N	7	0.2620939	everybody/pn-book/nn	everybody/pn	13	0.08696042	book/nn	everybody/pn	book/nn	5
dat-2722	A: But, uh, it's been nice, uh, like I really appreciate talking with you and, //B: Nice talking to you too. //A: I thought I'd give you a call on my lunch time here today and, //B: Well, I appreciate it. //A: worked out good. Ye-,	ditransitive	you/pp	call/nn	P	N	7	0.17207849	everybody/pn-book/nn	everybody/pn	13	0.40145975	book/nn	everybody/pn	book/nn	5
dat-2723	B: the construction corps that went out and did things. That was great, it was needed, it gave some folks some jobs, and we got some great public works out of it. But, um, I don't see that as being necessary now. I can see it being done, uh, on a regular schedule.	ditransitive	folk/nn	job/nn	N	N	5	0.3014851	people/nn-service/nn	people/nn	4	0.20952068	service/nn	people/nn	service/nn	3
dat-2724	A: # I've # been back up for a reunion. //B: That, that may give you a clue. //A: It does, yeah, um, but its', but it's an experience I wouldn't change, I mean my husband, um, grew up in, um, a majority, uh, WASP, southern Ohio, you know.	ditransitive	you/pp	clue/nn	P	N	7	0.17207849	everybody/pn-these/dd	everybody/pn	14	0.3478039	these/dd	everybody/pn	these/dd	5
dat-2725	and so forth. I thought it had some nice, well thought out, uh, parts to it. //A: Uh-huh. //B: She gave him an F on that paper. And I thought, well now, here you have a student who is trying to pass, who is struggling with your subject and you give them an F on something that doesn't seem that bad to me. What are you telling that student? You're telling them that, hey, you might as well forget it, #you know.#	ditransitive	him/pp	f/np	P	N	7	0.46108976	everybody/pn-book/nn	everybody/pn	13	0.40528923	book/nn	everybody/pn	book/nn	5
dat-2726	far as the surroundings, that seemed okay. //A: Uh-huh. //B: But, um, we kind of thought that maybe they just wanted to give him some medication to sort of, you know -- //A: Yeah.	ditransitive	him/pp	medication/nn	P	N	7	0.46108976	everybody/pn-drug/nn	everybody/pn	1	0.62196183	drug/nn	everybody/pn	drug/nn	5
dat-2727	B: -- sometimes. //A: Yeah. Well, and probably, too, even those who might initially be opposed, once they got into it then, they, you know, would see that, hey this, this is giving me some benefit -- //B: Uh-huh. //A: -- as well. I mean, they, they might not express it in words --	ditransitive	me/pp	benefit/nn	P	N	7	0.44839486	everybody/pn-discount/nn	everybody/pn	0	0.3081169	discount/nn	everybody/pn	discount/nn	5
dat-2728	and so forth. I thought it had some nice, well thought out, uh, parts to it. //A: Uh-huh. //B: She gave him an F on that paper. And I thought, well now, here you have a student who is trying to pass, who is struggling with your subject and you give them an F on something that doesn't seem that bad to me. What are you telling that student? You're telling them that, hey, you might as well forget it, #you know.#	ditransitive	them/pp	f/np	P	N	7	0.2620939	everybody/pn-book/nn	everybody/pn	13	0.40528923	book/nn	everybody/pn	book/nn	5
dat-2729	A: Yeah. I agree [laughter]. //B: I really do. //A: I agree. I think it also gives a woman a chance, if she does have a job and a career, it gives the man and the wife both the chance to both be working and maybe save up some money and then it gives her a little more option if she wants to stay home with the children while they're young, //B: Uh-huh.	ditransitive	woman/nn	chance/nn	N	N	9	0.34916213	boy/nn-power/nn	boy/nn	12	0.046333168	power/nn	boy/nn	power/nn	3
dat-2730	B: But, but there goes that motivation thing again [laughter]. //A: Right. Well, I enjoy playing with my cats. I don't know if you'd call that a hobby, but I have two cats, and I gave them a bath tonight, so they're a little bit angry at me [laughter]. //B: [Laughter] (( )). Can you --	ditransitive	them/pp	bath/nn	P	N	7	0.2620939	everybody/pn-bag/nn	everybody/pn	8	-0.025707996	bag/nn	everybody/pn	other	5
dat-2731	A: My husband feels that they'll come and collect everybody's guns. //B: Yeah. I guess that could happen. It's just like the, uh, the social security system [noise]. Once they, uh, they gave everybody a number and now they're making you, uh, uh, get one at, at birth. //A: [Clanging].	ditransitive	everybody/pn	number/nn	I	N	7	0.48638642	everybody/pn-discount/nn	everybody/pn	0	0.2981818	discount/nn	everybody/pn	discount/nn	5
dat-2732	A: #That's# a good point. //B: And, you know, it, it, even after you wait your nine days, if you don't know how to handle it, it's just like putting someone in an automobile that doesn't know how to drive. And you give him a license because he waited nine days. //A: Yeah. That's, and, {pause} yeah.	ditransitive	him/pp	license/nn	P	N	7	0.46108976	everybody/pn-service/nn	everybody/pn	4	0.36467052	service/nn	everybody/pn	service/nn	5
dat-2733	A: Plus, the, the, uh, the vet sent me a bill for what he did [swallowing] and, uh, then she recouped. She was okay for a couple of years. And then she got sick on me again and I brought her to a different vet this time and I told the vet what medication I had given her and everything [sniffing]. And, uh, [he gave me the medication], the same medication that I gave her the last time and she was okay and she's been okay every since. It's been about two years now. //B: Huh. Well, that's great, it really is. I, [laughter] I'm glad ((that))	ditransitive	me/pp	medication/nn	P	N	7	0.44839486	everybody/pn-drug/nn	everybody/pn	1	0.62196183	drug/nn	everybody/pn	drug/nn	5
dat-2734	all over. //B: [Laughter]. //A: Uh, to give you an example. My mom had an elderly cat who, uh, whoever evidently got a hold of it and, uh, the cat got sick. So she took the cat to the vet and she had the cat there for two days and then the cat died. So the doctor had called her up and said, uh, your cat died and you owe me this bill, and oh, by the way, do you want me to, to bury the cat #[laughter].#	ditransitive	you/pp	example/nn	P	N	7	0.17207849	everybody/pn-these/dd	everybody/pn	14	0.010267865	these/dd	everybody/pn	these/dd	5
dat-2735	Now they -- //B: Uh-huh. //A: -- got more, uh, civilized and, uh, give them lethal injection. So, //B: Yeah. //A: we, we definitely do have, uh, capital punishment.	ditransitive	them/pp	injection/nn	P	N	7	0.2620939	everybody/pn-drug/nn	everybody/pn	1	0.5754471	drug/nn	everybody/pn	drug/nn	5
dat-2736	know, part of that problem, I think, is still, you know, uh, like Japan still does not let us compete fairly in their country. And, and obviously the, the demand for their goods is quite high here, so they can get their goods in here. And, uh, you know, to start even that out we need to continue to, you know, at least threaten that, you know, we're going to give them higher tariffs, etcetera to raise their prices to, you know, ours. But, uh, it's just that, uh, they're, eh, [throat_clearing] I think you're, you're going to find that just because the United States, you know, there is such a demand here, the market, you know. And, uh, uh, the mone-, you know, money being	ditransitive	them/pp	tariff/nn	P	N	7	0.2620939	everybody/pn-discount/nn	everybody/pn	0	0.47684488	discount/nn	everybody/pn	discount/nn	5
dat-2737	B: -- they're now criminals. //A: Yeah, that's, that's the crazy thing about it, you're, you're putting, uh, they're, they're putting more laws and more restrictions and more burden on the honest citizen, the one who doesn't give them a problem anyway. //B: Yeah. //A: You know, and it's, it's crazy. They're just putting more, giving more	ditransitive	them/pp	problem/nn	P	N	7	0.2620939	everybody/pn-these/dd	everybody/pn	14	-0.12395348	these/dd	everybody/pn	other	5
