Token.ID	Context	Variant	Recipient.lemma	Theme.lemma	Recipient.type	Theme.type	Recipient.cluster_number	cluster_combo	Recipient.medoid_label	Recipient.silhouette	Theme.cluster_number	Theme.medoid_label	Theme.silhouette	Recipient.medoid	Theme.medoid
dat-2721	almost any other field, you know, for, //B: Exactly. //A: as a, as a entry level. And I'm not saying that we should give them the world, either, but I think we ought to pay them a little more money. //B: Uh-huh.	ditransitive	them	world	P	N	1	myself-list	myself	0.32372108	12	list	0.097192094	myself	list
dat-2722	A: But, uh, it's been nice, uh, like I really appreciate talking with you and, //B: Nice talking to you too. //A: I thought I'd give you a call on my lunch time here today and, //B: Well, I appreciate it. //A: worked out good. Ye-,	ditransitive	you	call	P	N	10	anything-broadcast	anything	0.28544724	4	broadcast	0.30540553	anything	broadcast
dat-2723	B: the construction corps that went out and did things. That was great, it was needed, it gave some folks some jobs, and we got some great public works out of it. But, um, I don't see that as being necessary now. I can see it being done, uh, on a regular schedule.	ditransitive	folk	job	N	N	8	people-access	people	0.08749756	1	access	-0.08507059	people	other
dat-2724	A: # I've # been back up for a reunion. //B: That, that may give you a clue. //A: It does, yeah, um, but its', but it's an experience I wouldn't change, I mean my husband, um, grew up in, um, a majority, uh, WASP, southern Ohio, you know.	ditransitive	you	clue	P	N	10	anything-list	anything	0.28544724	12	list	-0.1265945	anything	other
dat-2725	and so forth. I thought it had some nice, well thought out, uh, parts to it. //A: Uh-huh. //B: She gave him an F on that paper. And I thought, well now, here you have a student who is trying to pass, who is struggling with your subject and you give them an F on something that doesn't seem that bad to me. What are you telling that student? You're telling them that, hey, you might as well forget it, #you know.#	ditransitive	him	f	P	N	1	myself-broadcast	myself	0.2585908	4	broadcast	0.29779404	myself	broadcast
dat-2726	far as the surroundings, that seemed okay. //A: Uh-huh. //B: But, um, we kind of thought that maybe they just wanted to give him some medication to sort of, you know -- //A: Yeah.	ditransitive	him	medication	P	N	1	myself-transfusion	myself	0.2585908	7	transfusion	0.62236154	myself	transfusion
dat-2727	B: -- sometimes. //A: Yeah. Well, and probably, too, even those who might initially be opposed, once they got into it then, they, you know, would see that, hey this, this is giving me some benefit -- //B: Uh-huh. //A: -- as well. I mean, they, they might not express it in words --	ditransitive	me	benefit	P	N	1	myself-discount	myself	0.13377228	10	discount	0.37320468	myself	discount
dat-2728	and so forth. I thought it had some nice, well thought out, uh, parts to it. //A: Uh-huh. //B: She gave him an F on that paper. And I thought, well now, here you have a student who is trying to pass, who is struggling with your subject and you give them an F on something that doesn't seem that bad to me. What are you telling that student? You're telling them that, hey, you might as well forget it, #you know.#	ditransitive	them	f	P	N	1	myself-broadcast	myself	0.32372108	4	broadcast	0.29779404	myself	broadcast
dat-2729	A: Yeah. I agree [laughter]. //B: I really do. //A: I agree. I think it also gives a woman a chance, if she does have a job and a career, it gives the man and the wife both the chance to both be working and maybe save up some money and then it gives her a little more option if she wants to stay home with the children while they're young, //B: Uh-huh.	ditransitive	woman	chance	N	N	14	man-experience	man	0.4708761	6	experience	0.13142924	man	experience
dat-2730	B: But, but there goes that motivation thing again [laughter]. //A: Right. Well, I enjoy playing with my cats. I don't know if you'd call that a hobby, but I have two cats, and I gave them a bath tonight, so they're a little bit angry at me [laughter]. //B: [Laughter] (( )). Can you --	ditransitive	them	bath	P	N	1	myself-drainage	myself	0.32372108	2	drainage	0.135691	myself	drainage
dat-2731	A: My husband feels that they'll come and collect everybody's guns. //B: Yeah. I guess that could happen. It's just like the, uh, the social security system [noise]. Once they, uh, they gave everybody a number and now they're making you, uh, uh, get one at, at birth. //A: [Clanging].	ditransitive	everybody	number	I	N	10	anything-worth	anything	0.259995	9	worth	0.2776822	anything	worth
dat-2732	A: #That's# a good point. //B: And, you know, it, it, even after you wait your nine days, if you don't know how to handle it, it's just like putting someone in an automobile that doesn't know how to drive. And you give him a license because he waited nine days. //A: Yeah. That's, and, {pause} yeah.	ditransitive	him	license	P	N	1	myself-access	myself	0.2585908	1	access	-0.040194258	myself	other
dat-2733	A: Plus, the, the, uh, the vet sent me a bill for what he did [swallowing] and, uh, then she recouped. She was okay for a couple of years. And then she got sick on me again and I brought her to a different vet this time and I told the vet what medication I had given her and everything [sniffing]. And, uh, [he gave me the medication], the same medication that I gave her the last time and she was okay and she's been okay every since. It's been about two years now. //B: Huh. Well, that's great, it really is. I, [laughter] I'm glad ((that))	ditransitive	me	medication	P	N	1	myself-transfusion	myself	0.13377228	7	transfusion	0.62236154	myself	transfusion
dat-2734	all over. //B: [Laughter]. //A: Uh, to give you an example. My mom had an elderly cat who, uh, whoever evidently got a hold of it and, uh, the cat got sick. So she took the cat to the vet and she had the cat there for two days and then the cat died. So the doctor had called her up and said, uh, your cat died and you owe me this bill, and oh, by the way, do you want me to, to bury the cat #[laughter].#	ditransitive	you	example	P	N	10	anything-experience	anything	0.28544724	6	experience	0.019458879	anything	experience
dat-2735	Now they -- //B: Uh-huh. //A: -- got more, uh, civilized and, uh, give them lethal injection. So, //B: Yeah. //A: we, we definitely do have, uh, capital punishment.	ditransitive	them	injection	P	N	1	myself-transfusion	myself	0.32372108	7	transfusion	0.6203157	myself	transfusion
dat-2736	know, part of that problem, I think, is still, you know, uh, like Japan still does not let us compete fairly in their country. And, and obviously the, the demand for their goods is quite high here, so they can get their goods in here. And, uh, you know, to start even that out we need to continue to, you know, at least threaten that, you know, we're going to give them higher tariffs, etcetera to raise their prices to, you know, ours. But, uh, it's just that, uh, they're, eh, [throat_clearing] I think you're, you're going to find that just because the United States, you know, there is such a demand here, the market, you know. And, uh, uh, the mone-, you know, money being	ditransitive	them	tariff	P	N	1	myself-discount	myself	0.32372108	10	discount	0.5192245	myself	discount
dat-2737	B: -- they're now criminals. //A: Yeah, that's, that's the crazy thing about it, you're, you're putting, uh, they're, they're putting more laws and more restrictions and more burden on the honest citizen, the one who doesn't give them a problem anyway. //B: Yeah. //A: You know, and it's, it's crazy. They're just putting more, giving more	ditransitive	them	problem	P	N	1	myself-activity	myself	0.32372108	13	activity	0.2330499	myself	activity
dat-2738	A: Uh-huh. //B: But he still, you know, he will pick up my, one of my granddaughters and say, you know, give her a hug and say I love you -- //A: Oh. //B: -- and the first time he said I love you to me was when I had been away	ditransitive	her	hug	P	N	1	myself-list	myself	0.3515005	12	list	0.2138122	myself	list
dat-2739	A: gives, //B: Surprised you even have grass there [laughter]. //A: Lots of grass, give it twenty-four hours and the whole things gone, //B: [Laughter]. //A: there's no problem. Someone else is worrying about and we have somebody	ditransitive	it	hours	P	N	10	anything-NA	anything	0.5251231	NA	NA	NA	anything	NA
dat-2740	much, //B: Yeah. //A: but, uh, when, when we leave there he's, uh, gives the girl a hug and tells her, I'll miss you, so, //B: Oh, well that's good.	ditransitive	girl	hug	N	N	3	kid-list	kid	0.45971015	12	list	0.2138122	kid	list
dat-2741	A: Yeah. //B: Like we've got anything (( )). They do cater to the executive dining room, but I think they give them different food [laughter]. //A: I think so too. //B: [Laughter].	ditransitive	them	food	P	N	1	myself-tang	myself	0.32372108	11	tang	0.3460276	myself	tang
dat-2742	B: And, uh, you know, sometimes they have found somebody by word of mouth. Other times she has to go through the newspaper and see what she can find. There are some, um, like, um, oh, Chamber of Commerce you can kind of call. There are some places like that that will give you some referrals at least. But she just kind of goes and meets people that she sees advertise and, and interviews with them and ask them their --	ditransitive	you	referrals	P	N	10	anything-NA	anything	0.28544724	NA	NA	NA	anything	NA
dat-2743	A: That's, uh, it's interesting. It gets them away from home and, and gets them to do something useful, although the kids today, though, it, it seems that almost that their concern for money, I, we were doing some investigating colleges and said the kids are much more interested today in, in trying to find a job, study something that will give them a job as opposed to, be curious, be curious as to if, if there was, if there was mandatory, you could choose the option of either a mandatory military service or voluntary, do you think that would be reasonable?	ditransitive	them	job	P	N	1	myself-access	myself	0.32372108	1	access	-0.08507059	myself	other
dat-2744	B: and the doctor said oh, she's allergic to gnats, give her some Benadryl. //A: [Cough]. //B: That was a two dollar and forty-five cent treatment for it.	ditransitive	her	benadryl	P	N	1	myself-tang	myself	0.3515005	11	tang	0.19573987	myself	tang
dat-2745	A: I consider that to be the invasion of privacy. Particularly when I'm sitting down at the dinner table and they give me a call and I, I have to answer this phone to find out they're trying to sell me something and my dinner's getting cold. //B: Right, right. That seems to be the prime time they call.	ditransitive	me	call	P	N	1	myself-broadcast	myself	0.13377228	4	broadcast	0.30540553	myself	broadcast
dat-2746	B: # Uh, # //A: # that # was really good? //B: To, to give you specific titles I, I can't. //A: Well, how about who, //B: Like I say, haven't done it in, in such a long time.	ditransitive	you	titles	P	N	10	anything-NA	anything	0.28544724	NA	NA	NA	anything	NA
